date,country,total_cases,new_cases,total_deaths,people_vaccinated,data
2020-01-01,Canada,0.0,0.0,0.0,0.0,2020-01-01
2020-01-02,Canada,0.0,0.0,0.0,0.0,2020-01-02
2020-01-03,Canada,0.0,0.0,0.0,0.0,2020-01-03
2020-01-04,Canada,0.0,0.0,0.0,0.0,2020-01-04
2020-01-05,Canada,0.0,0.0,0.0,0.0,2020-01-05
2020-01-06,Canada,0.0,0.0,0.0,0.0,2020-01-06
2020-01-07,Canada,0.0,0.0,0.0,0.0,2020-01-07
2020-01-08,Canada,0.0,0.0,0.0,0.0,2020-01-08
2020-01-09,Canada,0.0,0.0,0.0,0.0,2020-01-09
2020-01-10,Canada,0.0,0.0,0.0,0.0,2020-01-10
2020-01-11,Canada,0.0,0.0,0.0,0.0,2020-01-11
2020-01-12,Canada,0.0,0.0,0.0,0.0,2020-01-12
2020-01-13,Canada,0.0,0.0,0.0,0.0,2020-01-13
2020-01-14,Canada,0.0,0.0,0.0,0.0,2020-01-14
2020-01-15,Canada,0.0,0.0,0.0,0.0,2020-01-15
2020-01-16,Canada,0.0,0.0,0.0,0.0,2020-01-16
2020-01-17,Canada,0.0,0.0,0.0,0.0,2020-01-17
2020-01-18,Canada,0.0,0.0,0.0,0.0,2020-01-18
2020-01-19,Canada,0.0,0.0,0.0,0.0,2020-01-19
2020-01-20,Canada,0.0,0.0,0.0,0.0,2020-01-20
2020-01-21,Canada,0.0,0.0,0.0,0.0,2020-01-21
2020-01-22,Canada,0.0,0.0,0.0,0.0,2020-01-22
2020-01-23,Canada,0.0,0.0,0.0,0.0,2020-01-23
2020-01-24,Canada,0.0,0.0,0.0,0.0,2020-01-24
2020-01-25,Canada,0.0,0.0,0.0,0.0,2020-01-25
2020-01-26,Canada,1.0,1.0,0.0,0.0,2020-01-26
2020-01-27,Canada,1.0,0.0,0.0,0.0,2020-01-27
2020-01-28,Canada,2.0,1.0,0.0,0.0,2020-01-28
2020-01-29,Canada,2.0,0.0,0.0,0.0,2020-01-29
2020-01-30,Canada,3.0,1.0,0.0,0.0,2020-01-30
2020-01-31,Canada,3.0,0.0,0.0,0.0,2020-01-31
2020-02-01,Canada,4.0,1.0,0.0,0.0,2020-02-01
2020-02-02,Canada,4.0,0.0,0.0,0.0,2020-02-02
2020-02-03,Canada,4.0,0.0,0.0,0.0,2020-02-03
2020-02-04,Canada,8.0,4.0,0.0,0.0,2020-02-04
2020-02-05,Canada,9.0,1.0,0.0,0.0,2020-02-05
2020-02-06,Canada,9.0,0.0,0.0,0.0,2020-02-06
2020-02-07,Canada,5.0,0.0,0.0,0.0,2020-02-07
2020-02-08,Canada,7.0,2.0,0.0,0.0,2020-02-08
2020-02-09,Canada,7.0,0.0,0.0,0.0,2020-02-09
2020-02-10,Canada,7.0,0.0,0.0,0.0,2020-02-10
2020-02-11,Canada,7.0,0.0,0.0,0.0,2020-02-11
2020-02-12,Canada,7.0,0.0,0.0,0.0,2020-02-12
2020-02-13,Canada,7.0,0.0,0.0,0.0,2020-02-13
2020-02-14,Canada,7.0,0.0,0.0,0.0,2020-02-14
2020-02-15,Canada,7.0,0.0,0.0,0.0,2020-02-15
2020-02-16,Canada,7.0,0.0,0.0,0.0,2020-02-16
2020-02-17,Canada,8.0,1.0,0.0,0.0,2020-02-17
2020-02-18,Canada,8.0,0.0,0.0,0.0,2020-02-18
2020-02-19,Canada,8.0,0.0,0.0,0.0,2020-02-19
2020-02-20,Canada,8.0,0.0,0.0,0.0,2020-02-20
2020-02-21,Canada,8.0,0.0,0.0,0.0,2020-02-21
2020-02-22,Canada,9.0,1.0,0.0,0.0,2020-02-22
2020-02-23,Canada,9.0,0.0,0.0,0.0,2020-02-23
2020-02-24,Canada,9.0,0.0,0.0,0.0,2020-02-24
2020-02-25,Canada,10.0,1.0,0.0,0.0,2020-02-25
2020-02-26,Canada,10.0,0.0,0.0,0.0,2020-02-26
2020-02-27,Canada,11.0,1.0,0.0,0.0,2020-02-27
2020-02-28,Canada,12.0,1.0,0.0,0.0,2020-02-28
2020-02-29,Canada,13.0,1.0,0.0,0.0,2020-02-29
2020-03-01,Canada,15.0,2.0,0.0,0.0,2020-03-01
2020-03-02,Canada,15.0,0.0,0.0,0.0,2020-03-02
2020-03-03,Canada,24.0,9.0,0.0,0.0,2020-03-03
2020-03-04,Canada,33.0,9.0,0.0,0.0,2020-03-04
2020-03-05,Canada,33.0,0.0,0.0,0.0,2020-03-05
2020-03-06,Canada,45.0,12.0,0.0,0.0,2020-03-06
2020-03-07,Canada,45.0,0.0,0.0,0.0,2020-03-07
2020-03-08,Canada,51.0,6.0,0.0,0.0,2020-03-08
2020-03-09,Canada,57.0,6.0,0.0,0.0,2020-03-09
2020-03-10,Canada,62.0,5.0,1.0,0.0,2020-03-10
2020-03-11,Canada,77.0,15.0,1.0,0.0,2020-03-11
2020-03-12,Canada,103.0,26.0,1.0,0.0,2020-03-12
2020-03-13,Canada,103.0,0.0,1.0,0.0,2020-03-13
2020-03-14,Canada,138.0,35.0,1.0,0.0,2020-03-14
2020-03-15,Canada,176.0,38.0,1.0,0.0,2020-03-15
2020-03-16,Canada,193.0,17.0,1.0,0.0,2020-03-16
2020-03-17,Canada,249.0,56.0,1.0,0.0,2020-03-17
2020-03-18,Canada,324.0,75.0,4.0,0.0,2020-03-18
2020-03-19,Canada,424.0,100.0,7.0,0.0,2020-03-19
2020-03-20,Canada,569.0,145.0,8.0,0.0,2020-03-20
2020-03-21,Canada,846.0,277.0,10.0,0.0,2020-03-21
2020-03-22,Canada,971.0,125.0,11.0,0.0,2020-03-22
2020-03-23,Canada,1302.0,331.0,15.0,0.0,2020-03-23
2020-03-24,Canada,1430.0,128.0,15.0,0.0,2020-03-24
2020-03-25,Canada,1646.0,216.0,18.0,0.0,2020-03-25
2020-03-26,Canada,1959.0,313.0,19.0,0.0,2020-03-26
2020-03-27,Canada,3385.0,1426.0,22.0,0.0,2020-03-27
2020-03-28,Canada,4018.0,633.0,24.0,0.0,2020-03-28
2020-03-29,Canada,4675.0,657.0,35.0,0.0,2020-03-29
2020-03-30,Canada,5386.0,711.0,41.0,0.0,2020-03-30
2020-03-31,Canada,6255.0,869.0,42.0,0.0,2020-03-31
2020-04-01,Canada,7424.0,1169.0,56.0,0.0,2020-04-01
2020-04-02,Canada,8536.0,1112.0,63.0,0.0,2020-04-02
2020-04-03,Canada,9595.0,1059.0,72.0,0.0,2020-04-03
2020-04-04,Canada,11268.0,1673.0,138.0,0.0,2020-04-04
2020-04-05,Canada,12519.0,1251.0,187.0,0.0,2020-04-05
2020-04-06,Canada,13882.0,1363.0,231.0,0.0,2020-04-06
2020-04-07,Canada,15496.0,1614.0,280.0,0.0,2020-04-07
2020-04-08,Canada,16653.0,1157.0,323.0,0.0,2020-04-08
2020-04-09,Canada,17883.0,1230.0,379.0,0.0,2020-04-09
2020-04-10,Canada,19274.0,1391.0,434.0,0.0,2020-04-10
2020-04-11,Canada,20748.0,1474.0,508.0,0.0,2020-04-11
2020-04-12,Canada,22133.0,1385.0,568.0,0.0,2020-04-12
2020-04-13,Canada,23301.0,1168.0,652.0,0.0,2020-04-13
2020-04-14,Canada,24365.0,1064.0,716.0,0.0,2020-04-14
2020-04-15,Canada,25663.0,1298.0,779.0,0.0,2020-04-15
2020-04-16,Canada,27046.0,1383.0,902.0,0.0,2020-04-16
2020-04-17,Canada,28364.0,1318.0,1009.0,0.0,2020-04-17
2020-04-18,Canada,30081.0,1717.0,1191.0,0.0,2020-04-18
2020-04-19,Canada,31872.0,1791.0,1306.0,0.0,2020-04-19
2020-04-20,Canada,33340.0,1468.0,1464.0,0.0,2020-04-20
2020-04-21,Canada,34776.0,1436.0,1577.0,0.0,2020-04-21
2020-04-22,Canada,36822.0,2046.0,1687.0,0.0,2020-04-22
2020-04-23,Canada,38412.0,1590.0,1831.0,0.0,2020-04-23
2020-04-24,Canada,40179.0,1767.0,1971.0,0.0,2020-04-24
2020-04-25,Canada,42099.0,1920.0,2143.0,0.0,2020-04-25
2020-04-26,Canada,43877.0,1778.0,2299.0,0.0,2020-04-26
2020-04-27,Canada,45341.0,1464.0,2461.0,0.0,2020-04-27
2020-04-28,Canada,46884.0,1543.0,2555.0,0.0,2020-04-28
2020-04-29,Canada,48489.0,1605.0,2701.0,0.0,2020-04-29
2020-04-30,Canada,50015.0,1526.0,2853.0,0.0,2020-04-30
2020-05-01,Canada,51587.0,1572.0,2990.0,0.0,2020-05-01
2020-05-02,Canada,53225.0,1638.0,3176.0,0.0,2020-05-02
2020-05-03,Canada,55050.0,1825.0,3382.0,0.0,2020-05-03
2020-05-04,Canada,56703.0,1653.0,3556.0,0.0,2020-05-04
2020-05-05,Canada,59463.0,2760.0,3671.0,0.0,2020-05-05
2020-05-06,Canada,60761.0,1298.0,3843.0,0.0,2020-05-06
2020-05-07,Canada,62035.0,1274.0,4031.0,0.0,2020-05-07
2020-05-08,Canada,63484.0,1449.0,4220.0,0.0,2020-05-08
2020-05-09,Canada,64910.0,1426.0,4395.0,0.0,2020-05-09
2020-05-10,Canada,66422.0,1512.0,4556.0,0.0,2020-05-10
2020-05-11,Canada,67690.0,1268.0,4679.0,0.0,2020-05-11
2020-05-12,Canada,68836.0,1146.0,4857.0,0.0,2020-05-12
2020-05-13,Canada,69969.0,1133.0,4979.0,0.0,2020-05-13
2020-05-14,Canada,71144.0,1175.0,5155.0,0.0,2020-05-14
2020-05-15,Canada,72265.0,1121.0,5288.0,0.0,2020-05-15
2020-05-16,Canada,73476.0,1211.0,5456.0,0.0,2020-05-16
2020-05-17,Canada,74602.0,1126.0,5546.0,0.0,2020-05-17
2020-05-18,Canada,75853.0,1251.0,5663.0,0.0,2020-05-18
2020-05-19,Canada,76991.0,1138.0,5766.0,0.0,2020-05-19
2020-05-20,Canada,78061.0,1070.0,5826.0,0.0,2020-05-20
2020-05-21,Canada,79101.0,1040.0,5895.0,0.0,2020-05-21
2020-05-22,Canada,80112.0,1011.0,6013.0,0.0,2020-05-22
2020-05-23,Canada,81313.0,1201.0,6135.0,0.0,2020-05-23
2020-05-24,Canada,82469.0,1156.0,6232.0,0.0,2020-05-24
2020-05-25,Canada,83610.0,1141.0,6335.0,0.0,2020-05-25
2020-05-26,Canada,84688.0,1078.0,6404.0,0.0,2020-05-26
2020-05-27,Canada,85700.0,1012.0,6525.0,0.0,2020-05-27
2020-05-28,Canada,86636.0,936.0,6619.0,0.0,2020-05-28
2020-05-29,Canada,87508.0,872.0,6745.0,0.0,2020-05-29
2020-05-30,Canada,88501.0,993.0,6857.0,0.0,2020-05-30
2020-05-31,Canada,89407.0,906.0,6959.0,0.0,2020-05-31
2020-06-01,Canada,90179.0,772.0,7053.0,0.0,2020-06-01
2020-06-02,Canada,90936.0,757.0,7275.0,0.0,2020-06-02
2020-06-03,Canada,91694.0,758.0,7306.0,0.0,2020-06-03
2020-06-04,Canada,92399.0,705.0,7375.0,0.0,2020-06-04
2020-06-05,Canada,93074.0,675.0,7478.0,0.0,2020-06-05
2020-06-06,Canada,93715.0,641.0,7617.0,0.0,2020-06-06
2020-06-07,Canada,94324.0,609.0,7683.0,0.0,2020-06-07
2020-06-08,Canada,95046.0,722.0,7750.0,0.0,2020-06-08
2020-06-09,Canada,95688.0,642.0,7776.0,0.0,2020-06-09
2020-06-10,Canada,96233.0,545.0,7811.0,0.0,2020-06-10
2020-06-11,Canada,96642.0,409.0,7871.0,0.0,2020-06-11
2020-06-12,Canada,97114.0,472.0,7933.0,0.0,2020-06-12
2020-06-13,Canada,97519.0,405.0,7968.0,0.0,2020-06-13
2020-06-14,Canada,97932.0,413.0,8021.0,0.0,2020-06-14
2020-06-15,Canada,98399.0,467.0,8079.0,0.0,2020-06-15
2020-06-16,Canada,98776.0,377.0,8118.0,0.0,2020-06-16
2020-06-17,Canada,99136.0,360.0,8147.0,0.0,2020-06-17
2020-06-18,Canada,99456.0,320.0,8185.0,0.0,2020-06-18
2020-06-19,Canada,99842.0,386.0,8226.0,0.0,2020-06-19
2020-06-20,Canada,100209.0,367.0,8272.0,0.0,2020-06-20
2020-06-21,Canada,100618.0,409.0,8318.0,0.0,2020-06-21
2020-06-22,Canada,101008.0,390.0,8381.0,0.0,2020-06-22
2020-06-23,Canada,101326.0,318.0,8398.0,0.0,2020-06-23
2020-06-24,Canada,101626.0,300.0,8404.0,0.0,2020-06-24
2020-06-25,Canada,101952.0,326.0,8422.0,0.0,2020-06-25
2020-06-26,Canada,102231.0,279.0,8451.0,0.0,2020-06-26
2020-06-27,Canada,102611.0,380.0,8471.0,0.0,2020-06-27
2020-06-28,Canada,102783.0,172.0,8475.0,0.0,2020-06-28
2020-06-29,Canada,103021.0,238.0,8482.0,0.0,2020-06-29
2020-06-30,Canada,103239.0,218.0,8488.0,0.0,2020-06-30
2020-07-01,Canada,103907.0,668.0,8532.0,0.0,2020-07-01
2020-07-02,Canada,104193.0,286.0,8556.0,0.0,2020-07-02
2020-07-03,Canada,104193.0,0.0,8559.0,0.0,2020-07-03
2020-07-04,Canada,104760.0,567.0,8606.0,0.0,2020-07-04
2020-07-05,Canada,105079.0,319.0,8627.0,0.0,2020-07-05
2020-07-06,Canada,105305.0,226.0,8638.0,0.0,2020-07-06
2020-07-07,Canada,105524.0,219.0,8648.0,0.0,2020-07-07
2020-07-08,Canada,105923.0,399.0,8657.0,0.0,2020-07-08
2020-07-09,Canada,106155.0,232.0,8675.0,0.0,2020-07-09
2020-07-10,Canada,106422.0,267.0,8701.0,0.0,2020-07-10
2020-07-11,Canada,106793.0,371.0,8712.0,0.0,2020-07-11
2020-07-12,Canada,107114.0,321.0,8723.0,0.0,2020-07-12
2020-07-13,Canada,107335.0,221.0,8737.0,0.0,2020-07-13
2020-07-14,Canada,107579.0,244.0,8747.0,0.0,2020-07-14
2020-07-15,Canada,108144.0,565.0,8753.0,0.0,2020-07-15
2020-07-16,Canada,108475.0,331.0,8761.0,0.0,2020-07-16
2020-07-17,Canada,108816.0,341.0,8773.0,0.0,2020-07-17
2020-07-18,Canada,109253.0,437.0,8790.0,0.0,2020-07-18
2020-07-19,Canada,109658.0,405.0,8802.0,0.0,2020-07-19
2020-07-20,Canada,109988.0,330.0,8811.0,0.0,2020-07-20
2020-07-21,Canada,110327.0,339.0,8815.0,0.0,2020-07-21
2020-07-22,Canada,111113.0,786.0,8821.0,0.0,2020-07-22
2020-07-23,Canada,111684.0,571.0,8825.0,0.0,2020-07-23
2020-07-24,Canada,112227.0,543.0,8833.0,0.0,2020-07-24
2020-07-25,Canada,112659.0,432.0,8837.0,0.0,2020-07-25
2020-07-26,Canada,113193.0,534.0,8844.0,0.0,2020-07-26
2020-07-27,Canada,113543.0,350.0,8848.0,0.0,2020-07-27
2020-07-28,Canada,113898.0,355.0,8852.0,0.0,2020-07-28
2020-07-29,Canada,114584.0,686.0,8863.0,0.0,2020-07-29
2020-07-30,Canada,114980.0,396.0,8874.0,0.0,2020-07-30
2020-07-31,Canada,115392.0,412.0,8881.0,0.0,2020-07-31
2020-08-01,Canada,115785.0,393.0,8891.0,0.0,2020-08-01
2020-08-02,Canada,116298.0,513.0,8897.0,0.0,2020-08-02
2020-08-03,Canada,116585.0,287.0,8903.0,0.0,2020-08-03
2020-08-04,Canada,116870.0,285.0,8907.0,0.0,2020-08-04
2020-08-05,Canada,117017.0,147.0,8909.0,0.0,2020-08-05
2020-08-06,Canada,117777.0,760.0,8920.0,0.0,2020-08-06
2020-08-07,Canada,118172.0,395.0,8924.0,0.0,2020-08-07
2020-08-08,Canada,118546.0,374.0,8928.0,0.0,2020-08-08
2020-08-09,Canada,118970.0,424.0,8932.0,0.0,2020-08-09
2020-08-10,Canada,119206.0,236.0,8938.0,0.0,2020-08-10
2020-08-11,Canada,119436.0,230.0,8943.0,0.0,2020-08-11
2020-08-12,Canada,120117.0,681.0,8949.0,0.0,2020-08-12
2020-08-13,Canada,120406.0,289.0,8953.0,0.0,2020-08-13
2020-08-14,Canada,120829.0,423.0,8968.0,0.0,2020-08-14
2020-08-15,Canada,121234.0,405.0,8977.0,0.0,2020-08-15
2020-08-16,Canada,121652.0,418.0,8982.0,0.0,2020-08-16
2020-08-17,Canada,121889.0,237.0,8986.0,0.0,2020-08-17
2020-08-18,Canada,122087.0,198.0,8988.0,0.0,2020-08-18
2020-08-19,Canada,122872.0,785.0,8994.0,0.0,2020-08-19
2020-08-20,Canada,123154.0,282.0,9007.0,0.0,2020-08-20
2020-08-21,Canada,123490.0,336.0,9012.0,0.0,2020-08-21
2020-08-22,Canada,123873.0,383.0,9016.0,0.0,2020-08-22
2020-08-23,Canada,124372.0,499.0,9026.0,0.0,2020-08-23
2020-08-24,Canada,124629.0,257.0,9033.0,0.0,2020-08-24
2020-08-25,Canada,124896.0,267.0,9035.0,0.0,2020-08-25
2020-08-26,Canada,125646.0,750.0,9045.0,0.0,2020-08-26
2020-08-27,Canada,125969.0,323.0,9052.0,0.0,2020-08-27
2020-08-28,Canada,126417.0,448.0,9056.0,0.0,2020-08-28
2020-08-29,Canada,126848.0,431.0,9064.0,0.0,2020-08-29
2020-08-30,Canada,127310.0,462.0,9075.0,0.0,2020-08-30
2020-08-31,Canada,127673.0,363.0,9075.0,0.0,2020-08-31
2020-09-01,Canada,127940.0,267.0,9079.0,0.0,2020-09-01
2020-09-02,Canada,128948.0,1008.0,9088.0,0.0,2020-09-02
2020-09-03,Canada,129425.0,477.0,9094.0,0.0,2020-09-03
2020-09-04,Canada,129923.0,498.0,9097.0,0.0,2020-09-04
2020-09-05,Canada,130493.0,570.0,9103.0,0.0,2020-09-05
2020-09-06,Canada,131124.0,631.0,9104.0,0.0,2020-09-06
2020-09-07,Canada,131495.0,371.0,9106.0,0.0,2020-09-07
2020-09-08,Canada,131895.0,400.0,9107.0,0.0,2020-09-08
2020-09-09,Canada,132142.0,247.0,9108.0,0.0,2020-09-09
2020-09-10,Canada,133748.0,1606.0,9115.0,0.0,2020-09-10
2020-09-11,Canada,134294.0,546.0,9117.0,0.0,2020-09-11
2020-09-12,Canada,134924.0,630.0,9125.0,0.0,2020-09-12
2020-09-13,Canada,135626.0,702.0,9126.0,0.0,2020-09-13
2020-09-14,Canada,136141.0,515.0,9132.0,0.0,2020-09-14
2020-09-15,Canada,136659.0,518.0,9133.0,0.0,2020-09-15
2020-09-16,Canada,138010.0,1351.0,9141.0,0.0,2020-09-16
2020-09-17,Canada,138803.0,793.0,9150.0,0.0,2020-09-17
2020-09-18,Canada,139747.0,944.0,9155.0,0.0,2020-09-18
2020-09-19,Canada,140867.0,1120.0,9162.0,0.0,2020-09-19
2020-09-20,Canada,141911.0,1044.0,9167.0,0.0,2020-09-20
2020-09-21,Canada,142774.0,863.0,9173.0,0.0,2020-09-21
2020-09-22,Canada,143649.0,875.0,9179.0,0.0,2020-09-22
2020-09-23,Canada,145415.0,1766.0,9190.0,0.0,2020-09-23
2020-09-24,Canada,146663.0,1248.0,9196.0,0.0,2020-09-24
2020-09-25,Canada,147753.0,1090.0,9205.0,0.0,2020-09-25
2020-09-26,Canada,149094.0,1341.0,9211.0,0.0,2020-09-26
2020-09-27,Canada,150456.0,1362.0,9217.0,0.0,2020-09-27
2020-09-28,Canada,151671.0,1215.0,9224.0,0.0,2020-09-28
2020-09-29,Canada,153125.0,1454.0,9229.0,0.0,2020-09-29
2020-09-30,Canada,155301.0,2176.0,9239.0,0.0,2020-09-30
2020-10-01,Canada,156961.0,1660.0,9252.0,0.0,2020-10-01
2020-10-02,Canada,158758.0,1797.0,9258.0,0.0,2020-10-02
2020-10-03,Canada,160535.0,1777.0,9280.0,0.0,2020-10-03
2020-10-04,Canada,162659.0,2124.0,9370.0,0.0,2020-10-04
2020-10-05,Canada,164471.0,1812.0,9423.0,0.0,2020-10-05
2020-10-06,Canada,166156.0,1685.0,9442.0,0.0,2020-10-06
2020-10-07,Canada,168960.0,2804.0,9465.0,0.0,2020-10-07
2020-10-08,Canada,171323.0,2363.0,9491.0,0.0,2020-10-08
2020-10-09,Canada,173123.0,1800.0,9502.0,0.0,2020-10-09
2020-10-10,Canada,175559.0,2436.0,9515.0,0.0,2020-10-10
2020-10-11,Canada,178117.0,2558.0,9545.0,0.0,2020-10-11
2020-10-12,Canada,180179.0,2062.0,9568.0,0.0,2020-10-12
2020-10-13,Canada,181864.0,1685.0,9573.0,0.0,2020-10-13
2020-10-14,Canada,182839.0,975.0,9589.0,0.0,2020-10-14
2020-10-15,Canada,186881.0,4042.0,9613.0,0.0,2020-10-15
2020-10-16,Canada,189385.0,2504.0,9623.0,0.0,2020-10-16
2020-10-17,Canada,191730.0,2345.0,9658.0,0.0,2020-10-17
2020-10-18,Canada,194106.0,2376.0,9681.0,0.0,2020-10-18
2020-10-19,Canada,196321.0,2215.0,9704.0,0.0,2020-10-19
2020-10-20,Canada,198148.0,1827.0,9718.0,0.0,2020-10-20
2020-10-21,Canada,201437.0,3289.0,9736.0,0.0,2020-10-21
2020-10-22,Canada,203688.0,2251.0,9751.0,0.0,2020-10-22
2020-10-23,Canada,206360.0,2672.0,9786.0,0.0,2020-10-23
2020-10-24,Canada,209148.0,2788.0,9819.0,0.0,2020-10-24
2020-10-25,Canada,211732.0,2584.0,9844.0,0.0,2020-10-25
2020-10-26,Canada,213959.0,2227.0,9876.0,0.0,2020-10-26
2020-10-27,Canada,216104.0,2145.0,9899.0,0.0,2020-10-27
2020-10-28,Canada,220213.0,4109.0,9926.0,0.0,2020-10-28
2020-10-29,Canada,222887.0,2674.0,9954.0,0.0,2020-10-29
2020-10-30,Canada,225586.0,2699.0,9982.0,0.0,2020-10-30
2020-10-31,Canada,228542.0,2956.0,10024.0,0.0,2020-10-31
2020-11-01,Canada,231999.0,3457.0,10060.0,0.0,2020-11-01
2020-11-02,Canada,235444.0,3445.0,10085.0,0.0,2020-11-02
2020-11-03,Canada,238688.0,3244.0,10127.0,0.0,2020-11-03
2020-11-04,Canada,241961.0,3273.0,10153.0,0.0,2020-11-04
2020-11-05,Canada,244935.0,2974.0,10224.0,0.0,2020-11-05
2020-11-06,Canada,248218.0,3283.0,10281.0,0.0,2020-11-06
2020-11-07,Canada,252140.0,3922.0,10326.0,0.0,2020-11-07
2020-11-08,Canada,255809.0,3669.0,10380.0,0.0,2020-11-08
2020-11-09,Canada,260055.0,4246.0,10434.0,0.0,2020-11-09
2020-11-10,Canada,264649.0,4594.0,10465.0,0.0,2020-11-10
2020-11-11,Canada,268735.0,4086.0,10507.0,0.0,2020-11-11
2020-11-12,Canada,273037.0,4302.0,10575.0,0.0,2020-11-12
2020-11-13,Canada,277596.0,4559.0,10628.0,0.0,2020-11-13
2020-11-14,Canada,282577.0,4981.0,10711.0,0.0,2020-11-14
2020-11-15,Canada,287318.0,4741.0,10771.0,0.0,2020-11-15
2020-11-16,Canada,292585.0,5267.0,10833.0,0.0,2020-11-16
2020-11-17,Canada,297390.0,4805.0,10895.0,0.0,2020-11-17
2020-11-18,Canada,302192.0,4802.0,10968.0,0.0,2020-11-18
2020-11-19,Canada,306468.0,4276.0,11025.0,0.0,2020-11-19
2020-11-20,Canada,311109.0,4641.0,11123.0,0.0,2020-11-20
2020-11-21,Canada,315751.0,4642.0,11202.0,0.0,2020-11-21
2020-11-22,Canada,320719.0,4968.0,11271.0,0.0,2020-11-22
2020-11-23,Canada,326424.0,5705.0,11343.0,0.0,2020-11-23
2020-11-24,Canada,331842.0,5418.0,11390.0,0.0,2020-11-24
2020-11-25,Canada,337555.0,5713.0,11453.0,0.0,2020-11-25
2020-11-26,Canada,342444.0,4889.0,11549.0,0.0,2020-11-26
2020-11-27,Canada,347466.0,5022.0,11641.0,0.0,2020-11-27
2020-11-28,Canada,353097.0,5631.0,11728.0,0.0,2020-11-28
2020-11-29,Canada,359064.0,5967.0,11822.0,0.0,2020-11-29
2020-11-30,Canada,365560.0,6496.0,11915.0,0.0,2020-11-30
2020-12-01,Canada,372036.0,6476.0,11988.0,0.0,2020-12-01
2020-12-02,Canada,378139.0,6103.0,12053.0,0.0,2020-12-02
2020-12-03,Canada,383468.0,5329.0,12134.0,0.0,2020-12-03
2020-12-04,Canada,389775.0,6307.0,12248.0,0.0,2020-12-04
2020-12-05,Canada,396268.0,6493.0,12330.0,0.0,2020-12-05
2020-12-06,Canada,402568.0,6300.0,12418.0,0.0,2020-12-06
2020-12-07,Canada,409567.0,6999.0,12527.0,0.0,2020-12-07
2020-12-08,Canada,416554.0,6987.0,12612.0,0.0,2020-12-08
2020-12-09,Canada,423053.0,6499.0,12695.0,0.0,2020-12-09
2020-12-10,Canada,429034.0,5981.0,12784.0,0.0,2020-12-10
2020-12-11,Canada,435329.0,6295.0,12900.0,0.0,2020-12-11
2020-12-12,Canada,442068.0,6739.0,13024.0,0.0,2020-12-12
2020-12-13,Canada,448839.0,6771.0,13166.0,0.0,2020-12-13
2020-12-14,Canada,455549.0,6710.0,13292.0,5.0,2020-12-14
2020-12-15,Canada,462129.0,6580.0,13386.0,726.0,2020-12-15
2020-12-16,Canada,468860.0,6731.0,13465.0,3027.0,2020-12-16
2020-12-17,Canada,475212.0,6352.0,13569.0,7282.0,2020-12-17
2020-12-18,Canada,481628.0,6416.0,13708.0,11297.0,2020-12-18
2020-12-19,Canada,488636.0,7008.0,13824.0,12374.0,2020-12-19
2020-12-20,Canada,495343.0,6707.0,13947.0,13236.0,2020-12-20
2020-12-21,Canada,502238.0,6895.0,14089.0,21085.0,2020-12-21
2020-12-22,Canada,508931.0,6693.0,14168.0,26876.0,2020-12-22
2020-12-23,Canada,515312.0,6381.0,14235.0,35569.0,2020-12-23
2020-12-24,Canada,521508.0,6196.0,14328.0,45772.0,2020-12-24
2020-12-25,Canada,528353.0,6845.0,14497.0,48825.0,2020-12-25
2020-12-26,Canada,535149.0,6796.0,14649.0,48840.0,2020-12-26
2020-12-27,Canada,539241.0,4092.0,14734.0,52452.0,2020-12-27
2020-12-28,Canada,547370.0,8129.0,14901.0,59078.0,2020-12-28
2020-12-29,Canada,553273.0,5903.0,15005.0,72090.0,2020-12-29
2020-12-30,Canada,559063.0,5790.0,15118.0,80639.0,2020-12-30
2020-12-31,Canada,565504.0,6441.0,15274.0,96168.0,2020-12-31
2021-01-01,Canada,572981.0,7477.0,15368.0,105458.0,2021-01-01
2021-01-02,Canada,581427.0,8446.0,15498.0,110115.0,2021-01-02
2021-01-03,Canada,588939.0,7512.0,15632.0,115336.0,2021-01-03
2021-01-04,Canada,596376.0,7437.0,15715.0,138963.0,2021-01-04
2021-01-05,Canada,603513.0,7137.0,15755.0,156839.0,2021-01-05
2021-01-06,Canada,611424.0,7911.0,15962.0,184509.0,2021-01-06
2021-01-07,Canada,618871.0,7447.0,16118.0,220700.0,2021-01-07
2021-01-08,Canada,627243.0,8372.0,16254.0,261319.0,2021-01-08
2021-01-09,Canada,635583.0,8340.0,16463.0,296308.0,2021-01-09
2021-01-10,Canada,644349.0,8766.0,16590.0,319819.0,2021-01-10
2021-01-11,Canada,653014.0,8665.0,16726.0,358193.0,2021-01-11
2021-01-12,Canada,661334.0,8320.0,16849.0,387870.0,2021-01-12
2021-01-13,Canada,668183.0,6849.0,16965.0,410409.0,2021-01-13
2021-01-14,Canada,674470.0,6287.0,17111.0,450017.0,2021-01-14
2021-01-15,Canada,681330.0,6860.0,17260.0,496457.0,2021-01-15
2021-01-16,Canada,688895.0,7565.0,17414.0,533199.0,2021-01-16
2021-01-17,Canada,695704.0,6809.0,17606.0,560529.0,2021-01-17
2021-01-18,Canada,702767.0,7063.0,17758.0,601092.0,2021-01-18
2021-01-19,Canada,709847.0,7080.0,17915.0,638248.0,2021-01-19
2021-01-20,Canada,715072.0,5225.0,17995.0,668458.0,2021-01-20
2021-01-21,Canada,719751.0,4679.0,18139.0,705753.0,2021-01-21
